STUDENT_ID,SUBJECT_ID
2012265918,EDU3198-G00
2012265918,AMIE431-00
2012265918,TC209-00
2012265918,BIO101-00
2012265918,GEC1101-G00
2012265918,TK102-01
2012265918,CHI314-00
2012265918,CSE327-00
2012265918,GEC1104-G08
2016037352,GEC2001-G19
2016037352,ELC301-00
2016037352,APCH1101-02
2016037352,APCH1101-05
2016037352,AE101-00
2016037352,TK308-01
2016037352,GED1240-G00
2016037352,GED1466-G00
2016037352,PE301-01
2016037352,FR1013-01
2016037352,PM3016-00
2016037352,EE341-01
2016037352,CPE104-05
2016037352,GED1353-G00
2016037352,TK211-01
2016037352,CHI103-00
2016037352,GEC1104-G41
2018807236,GEC2001-G31
2018807236,APCH3401-00
2018807236,DC201-00
2018807236,APHY1002-02
2018807236,BIO103-02
2018807236,GED1957-G01
2018807236,SM2011-00
2018807236,SPACE231-00
2018807236,ELC201-00
2018807236,PM1012-01
2018807236,TK403-02
2018807236,GEC2001-G23
2018807236,LA207-00
2018807236,CSE423-00
2018807236,GED1960-G00
2018807236,PM1019-05
2018807236,GEC1403-G37
2018807236,EE213-01
2019568706,GED1987-G00
2019568706,EE210-02
2019568706,BME403-00
2019568706,ME321-01
2019568706,AMIE220-02
2019568706,GEC0103-G09
2019568706,CA2012-00
2019568706,CA1008-00
2021154526,IS4401-00
2021154526,GEB1102-G05
2021154526,CHE232-01
2021154526,ME379-01
2016460005,EE201-04
2016460005,BIO103-00
2016460005,AMTH1009-13
2016460005,GEC2001-G28
2016460005,DC303-00
2016460005,IS3513-00
2016460005,GEC1105-G14
2016460005,SWCON254-00
2016460005,AR411-02
2016460005,CSE305-01
2016460005,APCH3403-00
2016460005,GEN305-01
2016460005,PAM411-00
2016460005,BME213-01
2016460005,GED1504-G00
2016460005,SC308-01
2016460005,PE301-01
2016460005,APHY1100-01
2016460005,APCH1101-06
2016460005,ME371-04
2021310823,APHY1002-19
2021310823,GEC1403-G28
2021310823,GEB1102-G01
2021310823,FT3082-00
2012130359,EDU3101-G00
2012130359,TC211-00
2012130359,CHI302-00
2012130359,GEC1403-G28
2012130359,FR3016-00
2012130359,GED1987-G00
2012130359,GEB1102-G03
2012130359,EE206-02
2012130359,CDG3279-00
2012130359,DC304-01
2012130359,ESP319-00
2012130359,IS3513-00
2012130359,CSE301-01
2012130359,PE307-01
2012130359,GEC2001-G05
2012130359,GEC1105-G02
2012130359,AMTH1005-00
2012130359,IS3404-00
2012130359,CSE405-00
2012130359,RU1103-02
2015227255,GEC1104-G24
2015227255,AMIE396-02
2015227255,GED1119-G00
2015227255,GED1136-G00
2015227255,GED1650-G00
2015227255,NE221-00
2015227255,FD103-01
2015227255,EE442-00
2015227255,EE207-02
2015227255,CE202-01
2015227255,APCH1131-02
2015227255,IE407-00
2015227255,VID2007-01
2015227255,IE315-00
2015227255,APHY1004-01
2011257189,RU2101-01
2011257189,VID3028-01
2011257189,JP272-00
2011257189,GEC1105-G14
2011257189,IE324-01
2011257189,TK211-01
2011257189,CE378-01
2011257189,GEC2001-G04
2011257189,VID2019-01
2011257189,GEC1102-G27
2011257189,APCH3601-00
2011257189,CPE301-06
2014742647,EE442-00
2014742647,PM3022-02
2014742647,GEC1403-G22
2014742647,IE203-01
2014742647,APHY1002-29
2014742647,CSE444-00
2014742647,GED1435-G00
2014742647,CDG3260-00
2014742647,SC108-01
2014742647,EE202-00
2014742647,DC213-00
2014742647,TC202-00
2014742647,RU1101-00
2014742647,SC312-00
2014742647,GED1873-G00
2012801488,CHI201-01
2012801488,SWCON104-00
2012801488,GED1666-G00
2012801488,GEE1961-G00
2012801488,TK307-02
2012801488,PM2023-00
2012801488,EE206-03
2012801488,GEC1105-G01
2012801488,GEN208-00
2012801488,CPE401-13
2012801488,GI102-01
2012801488,OMB216-00
2012801488,DC205-01
2012801488,SC301-01
2012801488,GEB1102-G02
2011994679,SC206-01
2011994679,GEC1105-G13
2011994679,EE207-03
2011994679,OMB213-00
2011994679,GEE1644-G00
2011994679,CSE103-03
2011994679,GEC0103-G10
2011994679,GEC1102-G17
2011994679,GEB1102-G05
2011994679,CPE101-09
2011994679,ME315-01
2011994679,EE341-00
2011994679,TK308-01
2011994679,IE214-00
2011994679,ESP438-00
2016231032,IE306-01
2016231032,IS1001-02
2016231032,EDU3131-G00
2016231032,CPE401-16
2016231032,OMB211-00
2016231032,ELC359-00
2016231032,JP113-01
2016231032,GEC1102-G35
2016231032,VID2011-00
2016231032,ENV276-00
2016231032,CE275-01
2016231032,GEC1105-G24
2016231032,AMTH1004-11
2016231032,GEC2001-G05
2016231032,FSB471-00
2016231032,TC433-01
2016977385,TK201-01
2016977385,CPE104-05
2016977385,APHY4200-00
2016977385,AMTH1009-12
2016977385,AMTH3003-00
2016977385,EDU2104-G00
2016977385,AMIE331-02
2016977385,NE465-00
2016977385,KO2104-00
2016977385,AMTH1009-19
2016977385,GED1959-G04
2016977385,AR251-00
2014083047,GEC1105-G29
2014083047,TK210-02
2014083047,EE209-00
2014083047,SWCON321-00
2014083047,NE311-00
2014083047,CPE201-01
2014083047,VID4022-01
2014083047,GEC0103-G00
2015273995,GED1738-G00
2015273995,APHY1002-19
2015273995,GED1539-G00
2015273995,CE473-00
2015273995,GED1959-G04
2015273995,GEN301-01
2015273995,GEN202-01
2015273995,GED1432-G00
2017780935,GEC2001-G40
2017780935,APHY4404-00
2017780935,FD111-05
2017780935,GED1957-G00
2017780935,RU3304-00
2017780935,BIO101-01
2017780935,SM208-01
2017780935,ID3012-00
2017780935,EE497-06
2017780935,BME305-00
2017780935,IS3002-00
2017780935,BME203-00
2017780935,GEC1102-G20
2017780935,IE203-00
2017780935,ENV389-00
2017780935,IS2517-00
2018546129,AR353-00
2018546129,DC207-00
2018546129,BME406-00
2018546129,PAM330-00
2018546129,GEC2001-G25
2018546129,GEC1403-G09
2018546129,CPE401-15
2018546129,AR411-04
2018546129,EE463-00
2018546129,SC311-00
2018546129,CSE201-01
2018546129,GEC2001-G32
2019567622,AMIE394-01
2019567622,ME251-03
2019567622,GED1626-G00
2019567622,DC305-00
2019567622,CHE452-00
2019567622,GEE1956-G06
2019567622,GEB1202-G04
2019567622,EE463-00
2019567622,ENV171-02
2019567622,FT1073-00
2019567622,CSE302-02
2019567622,CPE201-14
2019567622,SC303-02
2019567622,GEN203-01
2019567622,GED1208-G00
2019567622,GEE1667-G00
2019567622,AMIE394-03
2019567622,SM312-00
2011088021,NE402-00
2011088021,APHY1002-07
2011088021,RU2101-00
2011088021,FT1076-00
2011088021,PM4025-00
2011088021,ENV491-01
2011088021,SC2010-00
2011088021,IE415-00
2018138877,CE473-00
2018138877,AMTH1004-06
2018138877,FSB351-02
2018138877,APCH3403-01
2018138877,SPACE424-00
2018138877,APHY1002-18
2018138877,GEE1668-G00
2018138877,APHY1000-09
2018138877,AE251-00
2018138877,EE210-01
2018138877,EE368-04
2018138877,GI306-01
2018138877,CSE204-02
2018138877,CA2018-00
2018138877,APCH1121-06
2018138877,ID4017-00
2018138877,AMIE352-00
2018138877,GEB1201-G00
2018138877,CPE108-02
2018138877,GEE1608-G00
2016675214,FT3081-00
2016675214,VID2008-00
2016675214,JP411-00
2016675214,PE216-00
2016675214,CE476-00
2016675214,EE422-00
2016675214,ID3014-01
2016675214,PE203-01
2016675214,AMTH1002-05
2016675214,AMTH2004-00
2016675214,AE271-01
2016675214,PM4025-13
2016675214,AR251-00
2016675214,CSE444-00
2016675214,ESP334-00
2016675214,ME205-03
2015036467,CPE301-02
2015036467,GEB1202-G04
2015036467,JP380-00
2015036467,GED1437-G00
2015036467,ME371-02
2015036467,IS2503-00
2015036467,JP113-00
2015036467,JP271-00
2017225711,ESP105-01
2017225711,EE211-03
2017225711,ID4019-01
2017225711,APCH2201-01
2017225711,CPE401-14
2017225711,EE497-01
2017225711,NE412-00
2017225711,CA1006-01
2017225711,GED1119-G00
2017225711,IS2103-00
2017225711,EDU3161-G00
2017225711,JP411-00
2015046123,BME204-00
2015046123,FR2024-00
2015046123,CE379-00
2015046123,APHY3600-00
2015046123,PM2023-03
2015046123,SC201-01
2015046123,AE371-00
2015046123,ESP207-00
2015046123,GEC1102-G20
2015046123,GEE1958-G00
2015046123,FSB231-00
2015046123,ME312-04
2012622436,PM1019-03
2012622436,GEC1102-G24
2012622436,GEN303-00
2012622436,GEC1102-G43
2012622436,GEC1104-G06
2012622436,SM208-01
2012622436,ME375-01
2012622436,JP374-00
2017059222,GEC1102-G34
2017059222,GEC2001-G26
2017059222,PM1012-00
2017059222,ELC201-00
2017059222,IS4401-00
2017059222,CHI302-00
2017059222,IS4404-00
2017059222,TK207-01
2017059222,RU1101-02
2017059222,GEC1104-G10
2017059222,GEC1105-G05
2017059222,CPE301-13
2016799014,CA2012-00
2016799014,CE277-01
2016799014,AMTH1009-04
2016799014,ESP328-00
2016799014,AR111-01
2016799014,GEC1102-G44
2016799014,GEC1105-G27
2016799014,PM3022-12
2016799014,SPACE201-00
2016799014,ME211-02
2016799014,IS4404-00
2016799014,CPE201-04
2016799014,EE206-03
2016799014,AMIE331-01
2016799014,GEC2001-G22
2021325932,AE103-00
2021325932,KO2102-00
2021325932,IE203-01
2021325932,FR4024-00
2021186340,CPE401-04
2021186340,APHY1002-27
2021186340,GEC1104-G02
2021186340,ME382-01
2021186340,GED1306-G00
2019873347,ME331-04
2019873347,AMIE431-00
2019873347,PM4025-02
2019873347,FT4077-00
2019873347,IE419-00
2019873347,GI103-01
2019873347,CHE132-01
2019873347,CSE305-01
2019873347,APHY1002-17
2019873347,APCH4401-00
2019873347,FT3077-00
2019873347,GEC1104-G29
2019873347,OMB412-00
2019873347,RTG106-00
2019873347,AMTH1009-01
2019873347,ME382-01
2019873347,GED1363-G00
2019873347,GEN418-00
2011038050,ESP319-00
2011038050,CSE428-00
2011038050,ME335-02
2011038050,AMTH1004-06
2011038050,CPE401-16
2011038050,FSB351-02
2011038050,KO3103-00
2011038050,SM328-00
2011038050,GEE1605-G00
2011038050,TK314-00
2011038050,AR211-01
2011038050,GEC1102-G13
2011038050,GED1962-G00
2011038050,AR311-01
2011038050,ID3014-01
2011038050,ME305-02
2013553079,CHE132-02
2013553079,AMTH1009-15
2013553079,BME204-00
2013553079,TC313-01
2013553079,GEN306-00
2013553079,JP233-00
2013553079,APHY1002-10
2013553079,AR371-00
2013553079,GED1466-G00
2013553079,ESP239-00
2013553079,EE368-02
2013553079,GI405-01
2021166342,FT1073-00
2021166342,GEN308-00
2021166342,ME331-04
2021166342,EE206-01
2016881691,JP111-02
2016881691,EE203-00
2016881691,GEB1202-G05
2016881691,SPACE312-01
2016881691,APHY1002-16
2016881691,BIO101-05
2016881691,AMIE202-02
2016881691,CPE301-12
2016881691,GEC1102-G11
2016881691,GED1962-G00
2016881691,BME203-00
2016881691,NE465-00
2018792795,GEC2001-G24
2018792795,CHI201-01
2018792795,PM1019-04
2018792795,JP476-00
2018792795,IS3107-00
2018792795,VID3001-00
2018792795,KO4201-00
2018792795,CA2019-00
2018792795,NE354-00
2018792795,FR3016-00
2018792795,AMTH1009-08
2018792795,CPE201-10
2018792795,GED1951-G00
2018792795,AMTH1004-06
2018792795,PE213-01
2018792795,GED1419-G00
2018792795,FT4057-00
2018792795,AE371-00
2012202787,ME305-02
2012202787,AMTH1002-09
2012202787,ESP203-00
2012202787,CHI107-00
2012202787,GEC1104-G21
2012202787,BME403-00
2012202787,CSE324-00
2012202787,PM3022-02
2012202787,TC318-00
2012202787,AR411-03
2012202787,GED1873-G00
2012202787,APHY1002-05
2012202787,SWCON321-00
2012202787,SWCON253-01
2012202787,GEE1267-G00
2012202787,GEC2001-G07
2012202787,EE368-00
2012202787,APCH4204-00
2012202787,EE341-02
2012202787,IE103-00
2012202787,ID4019-01
2012202787,SWCON253-00
2012202787,IS2101-00
2012202787,CSE201-02
2015791649,FR4041-00
2015791649,GED1356-G00
2015791649,AMTH4012-00
2015791649,GEC1403-G08
2015791649,IS4401-00
2015791649,ELC462-00
2015791649,PM3016-01
2015791649,FD101-01
2015791649,SPACE371-00
2015791649,AMTH1009-04
2015791649,CSE444-00
2015791649,AMTH1004-06
2015791649,GED1212-G00
2015791649,CSE224-00
2015791649,IE301-01
2021406072,AMTH1009-07
2021406072,CPE401-05
2021406072,AE251-02
2021406072,CA1007-01
2021406072,TK210-02
2012174154,PM1003-00
2012174154,GEE1330-G04
2012174154,ID2019-00
2012174154,CE379-00
2012174154,EE210-01
2012174154,ME435-01
2012174154,AMTH1004-10
2012174154,BME204-00
2012174154,CHE331-01
2012174154,APHY1100-02
2012174154,ENV488-02
2012174154,GEC1101-G00
2012174154,APHY4403-00
2012174154,IE214-00
2012174154,ME371-04
2012174154,AMIE220-01
2012174154,JP113-00
2012174154,PE201-01
2012174154,FR2024-00
2012174154,GED1959-G04
2012174154,GEC1105-G29
2012174154,HBT310-00
2012174154,DC216-00
2012174154,CHE453-00
2020804172,ENV171-01
2020804172,AMTH4017-00
2020804172,CDG3253-01
2020804172,GEC1105-G35
2020804172,LA312-01
2020804172,APHY3100-00
2020804172,GEC2001-G19
2020804172,CHI105-01
2020804172,PM2023-16
2020804172,ELC251-00
2020804172,FT3081-00
2020804172,GEC1403-G17
2019220865,ME335-01
2019220865,AMIE321-00
2019220865,IS1002-00
2019220865,CHE232-03
2019220865,AMTH1002-06
2019220865,CA2018-00
2019220865,AMTH1009-05
2019220865,IS2510-00
2019220865,TK301-01
2019220865,APHY1002-22
2019220865,ESP207-00
2019220865,GEC1104-G42
2019220865,AR211-02
2019220865,IPE401-00
2019220865,SM327-00
2019220865,GEC1403-G25
2019220865,APCH1131-00
2019220865,AE351-01
2021040123,EE368-01
2021040123,FT3043-00
2021040123,BME406-00
2021040123,LA312-00
2021040123,OMB320-00
2021040123,GEE1956-G03
2011169739,FDA301-00
2011169739,AE103-00
2011169739,EE361-01
2011169739,CPE401-16
2011169739,APCH3403-01
2011169739,PE203-01
2011169739,GED1957-G01
2011169739,PM1003-01
2011169739,ELC251-00
2011169739,CSE436-00
2011169739,EE210-01
2011169739,GED1539-G00
2011169739,ME331-01
