STUDENT_ID,GET_SUBJECT
2011786560,GEC1105-G22
2011786560,GED1929-G00
2011786560,GEC0103-G00
2019357006,GED1223-G01
2019357006,GEC1403-G12
2019357006,GED1957-G01
2019357006,GED1945-G01
2019357006,GEC1102-G08
2019357006,GEE1345-G01
2021317624,GEC2001-G26
2021317624,GEC1105-G51
2021317624,GED1962-G00
2021317624,GEC1102-G29
2021317624,GEC1102-G31
2021317624,GED1960-G00
2021490007,GEB1101-G02
2021490007,GEE1265-G00
2021490007,GEE1953-G01
2021490007,GED1465-G00
2021490007,GEC1105-G02
2018856228,GEC2001-G10
2018856228,GEE1343-G00
2018856228,GEB1301-G00
2018856228,GEE1954-G01
2018856228,GED1306-G00
2014368097,GEC1403-G16
2014368097,GEB1202-G05
2014368097,GEC1105-G32
2014368097,GEC1105-G36
2014368097,GED1517-G00
2014368097,GED1665-G00
2021018488,GEC2001-G08
2021018488,GEC1102-G34
2021018488,GED1631-G00
2021018488,GEC1104-G38
2021018488,GED1329-G00
2021018488,GEC1102-G05
2012234111,GED1509-G00
2012234111,GEC2001-G28
2012234111,GEC2001-G37
2012234111,EDU2101-G00
2012234111,GED1517-G00
2012234111,GEC2001-G29
2021752137,GED1217-G00
2021752137,GED1311-G00
2021752137,GEC1403-G24
2021752137,GEC1104-G06
2021752137,GEC1104-G13
2014744261,GEE1332-G00
2014744261,GEB1202-G00
2014744261,GED1358-G00
2014744261,GEE1625-G00
2014744261,GED1466-G00
2014744261,GEE1332-G02
2013249947,EDU4103-G00
2013249947,GEE1332-G04
2013249947,GEE1332-G00
2013249947,GED1989-G00
2013249947,GEC1102-G39
2017079589,GED1108-G00
2017079589,GEC2001-G25
2017079589,GEC2001-G37
2017079589,GEC2001-G00
2017079589,GED1537-G00
2017079589,GEC1403-G06
2015335923,GEC1105-G28
2015335923,GEC1104-G38
2015335923,GEC1403-G07
2015335923,GED1541-G00
2015335923,GED1208-G01
2012265918,GED1419-G00
2012265918,GEC2001-G14
2012265918,GEC1403-G15
2012265918,GED1337-G00
2016037352,GED1508-G01
2016037352,GEC1102-G10
2016037352,GEC0103-G04
2016037352,GEC1105-G03
2018807236,GEC2001-G23
2018807236,GEE1657-G01
2018807236,GEC1104-G18
2018807236,GEC1102-G10
2018807236,GEE1265-G00
2019568706,GED1311-G00
2019568706,GEE1344-G02
2019568706,GEC1403-G19
2019568706,GEC1104-G23
2021154526,GED1105-G00
2021154526,GEC1102-G12
2021154526,GEC1403-G10
2021154526,GEB1202-G06
2016460005,GEC1105-G25
2016460005,GED1408-G00
2016460005,GED1717-G00
2016460005,GED1991-G00
2016460005,GED1957-G00
2016460005,GEE1667-G01
2021310823,GED1528-G00
2021310823,GED1865-G00
2021310823,GEC1102-G54
2021310823,GED1508-G01
2012130359,GEB1102-G02
2012130359,GEC1403-G20
2012130359,GEC1102-G01
2012130359,GEC1102-G19
2012130359,GED1105-G00
2015227255,GEC1102-G54
2015227255,GED1540-G00
2015227255,GEC1105-G26
2015227255,GEC1102-G44
2011257189,GED1419-G01
2011257189,GED1528-G00
2011257189,GEC2001-G20
2011257189,GEC2001-G10
2011257189,EDU2104-G00
2011257189,GED1991-G00
2014742647,GED1223-G00
2014742647,GEC1102-G08
2014742647,GEC1102-G26
2014742647,GED1962-G00
2012801488,GEC1102-G34
2012801488,GED1909-G00
2012801488,GEE1642-G01
2012801488,GED1432-G01
2011994679,GEC0103-G09
2011994679,GEC1102-G48
2011994679,GEC1105-G35
2011994679,GEC1105-G16
2016231032,GEC2001-G22
2016231032,GEC1104-G12
2016231032,IPE303-00
2016231032,GEC1102-G23
2016977385,GEE1958-G00
2016977385,GED1664-G00
2016977385,GED1861-G00
2016977385,GEB1301-G01
2016977385,GED1665-G00
2014083047,GED1961-G00
2014083047,GED1609-G01
2014083047,GED1119-G00
2014083047,GEC1102-G17
2014083047,GED1311-G00
2015273995,GED1987-G00
2015273995,GEB1101-G01
2015273995,GEC1102-G03
2015273995,GEE1961-G00
2017780935,GEC1105-G07
2017780935,GEC2001-G20
2017780935,GED1435-G00
2017780935,GED1202-G00
2017780935,GED1735-G00
2018546129,GEC1105-G29
2018546129,GEC1104-G22
2018546129,GEC1105-G43
2018546129,GED1440-G01
2018546129,GED1223-G01
2019567622,GED1517-G00
2019567622,GEE1652-G00
2019567622,EDU2107-G01
2019567622,GED1717-G01
2011088021,GEC2001-G29
2011088021,GEE1330-G03
2011088021,GEC1102-G47
2011088021,GEC2001-G03
2018138877,GEC1102-G17
2018138877,GEE1956-G03
2018138877,GEB1102-G08
2018138877,GEC0103-G09
2018138877,EDU2103-G03
2016675214,GEC1105-G43
2016675214,GEC1102-G21
2016675214,GEC1105-G33
2016675214,GEC1105-G17
2016675214,GED1202-G01
2015036467,GED1306-G00
2015036467,GED1542-G00
2015036467,GEC1403-G22
2015036467,GED1820-G00
2017225711,GEB1102-G03
2017225711,GEC0103-G07
2017225711,GEC2001-G22
2017225711,GEB1102-G02
2015046123,GEC1104-G37
2015046123,GEC1102-G23
2015046123,GEE1127-G01
2015046123,GED1876-G00
2015046123,GEB1102-G03
2015046123,GED1408-G01
2012622436,GEC1102-G06
2012622436,GEB1102-G06
2012622436,EDU2101-G01
2012622436,GED1909-G00
2017059222,GED1405-G00
2017059222,GED1544-G00
2017059222,GEC2001-G36
2017059222,GEC1403-G00
2017059222,GEC1104-G33
2017059222,GEC1102-G28
2016799014,GEC0103-G05
2016799014,GED1539-G00
2016799014,GED1717-G01
2016799014,GEC1104-G19
2021325932,GEC2001-G30
2021325932,GED1876-G00
2021325932,GEC1403-G16
2021325932,GEC1102-G09
2021325932,GEE1265-G00
2021325932,GED1951-G00
2021186340,GEC1104-G09
2021186340,GEC1403-G18
2021186340,GEC1104-G43
2021186340,GEC1403-G23
2021186340,GEC0103-G06
2019873347,GED1240-G01
2019873347,GEE1330-G01
2019873347,GEC0103-G04
2019873347,GEC1102-G12
2019873347,GEE1956-G06
2011038050,GEC1102-G15
2011038050,GEC1102-G23
2011038050,GEC1102-G34
2011038050,GEE1648-G01
2011038050,GEC1403-G21
2011038050,GEC2001-G38
2013553079,GEC1403-G31
2013553079,GED1215-G00
2013553079,GEE1667-G01
2013553079,GEC1403-G08
2021166342,GEC2001-G21
2021166342,GEC1105-G11
2021166342,GED1739-G00
2021166342,GEC1104-G13
2021166342,GED1873-G00
2016881691,GEC1102-G36
2016881691,GED1440-G01
2016881691,GED1113-G00
2016881691,IPE503-00
2016881691,GED1104-G00
2016881691,GEC0103-G04
2018792795,GEB1102-G04
2018792795,GEC1104-G15
2018792795,GEC1105-G20
2018792795,GEB1301-G00
2018792795,GEE1657-G00
2018792795,GEE1961-G00
2012202787,GEC1105-G11
2012202787,GEC1403-G19
2012202787,GEC1105-G40
2012202787,GEC2001-G20
2015791649,GEE1332-G01
2015791649,GED1123-G00
2015791649,GEC1105-G24
2015791649,GED1721-G00
2015791649,GED1940-G00
2021406072,GEE1343-G00
2021406072,GEC0103-G09
2021406072,GEC1102-G35
2021406072,GEC1105-G15
2021406072,GEC1403-G03
2012174154,GED1909-G00
2012174154,GEC1403-G34
2012174154,GEC1102-G44
2012174154,GEC1102-G24
2012174154,GED1960-G00
2012174154,GED1223-G01
2020804172,GEC1102-G29
2020804172,GED1542-G00
2020804172,GEB1202-G04
2020804172,GEE1630-G01
2019220865,GEC1105-G22
2019220865,GEC1104-G27
2019220865,GED1208-G01
2019220865,GED1240-G00
2019220865,GEC1105-G14
2019220865,GEE1127-G01
2021040123,GEC1105-G22
2021040123,GEC1105-G38
2021040123,GED1540-G00
2021040123,GEC1102-G16
2011169739,GEC1101-G00
2011169739,GED1539-G00
2011169739,GEC1105-G16
2011169739,GEC1102-G29
2011169739,GEC1104-G10
2016638454,EDU2107-G00
2016638454,GEC1105-G46
2016638454,GEC1102-G19
2016638454,GEC1105-G01
2017828794,GEC1102-G18
2017828794,GEC1403-G05
2017828794,GED1959-G04
2017828794,GEC1104-G34
2017828794,GED1329-G00
2021196408,GEC1403-G03
2021196408,GEC1105-G21
2021196408,GEE1956-G06
2021196408,GEC1104-G05
2021196408,GEC1403-G23
2021196408,GEC1403-G01
2017520379,GEC1105-G25
2017520379,GED1466-G00
2017520379,GEC1104-G24
2017520379,GEC1102-G28
2012395417,GEC1105-G30
2012395417,GED1465-G00
2012395417,GEC1403-G29
2012395417,GEC2001-G35
2012395417,GEC1403-G17
2012395417,GEC1102-G21
2011919871,GEC1102-G01
2011919871,GEC1403-G30
2011919871,GEC1105-G46
2011919871,GEE1667-G00
2011919871,GEC1102-G39
2014434725,GEC1403-G29
2014434725,GEC1105-G05
2014434725,GED1356-G01
2014434725,GED1363-G00
2014434725,GEE1344-G02
2014434725,GEE1345-G01
2011353688,GED1959-G00
2011353688,GEC1403-G24
2011353688,GEC1105-G14
2011353688,GEC1101-G00
2011353688,GEC1403-G08
2011926665,GEC0103-G05
2011926665,GEC1104-G12
2011926665,GEC1403-G17
2011926665,GEC2001-G04
2011926665,GED1223-G02
2013271108,GED1717-G01
2013271108,GEC1403-G10
2013271108,GEC1403-G04
2013271108,GEC1102-G22
2021180389,GED1301-G00
2021180389,GEC1102-G30
2021180389,GEC1104-G42
2021180389,GEC1102-G08
2021502645,GEC1105-G30
2021502645,GEC1104-G31
2021502645,GEC1102-G21
2021502645,GEC1403-G34
2021502645,EDU2104-G00
2017675634,GEC1403-G08
2017675634,GEC1102-G39
2017675634,GEC1102-G44
2017675634,GED1537-G00
2014459567,GED1306-G00
2014459567,GEE1625-G00
2014459567,GEE1343-G00
2014459567,GED1235-G00
2014459567,GEC2001-G22
2014459567,GEC1104-G19
2017367809,GEB1102-G08
2017367809,GEE1330-G05
2017367809,GEC1403-G29
2017367809,GEB1102-G06
2011943816,GED1540-G00
2011943816,GED1710-G00
2011943816,GEE1644-G00
2011943816,GEC2001-G30
2011943816,GEC1105-G20
2011943816,GED1660-G00
2021561436,GEB1102-G05
2021561436,GEC1105-G03
2021561436,GED1873-G00
2021561436,GEC1105-G01
2021561436,GEC2001-G36
2021561436,GED1306-G00
2016297083,GEE1665-G00
2016297083,GEC1104-G41
2016297083,GEC1102-G07
2016297083,GEC1105-G00
2016297083,GED1353-G00
2017909814,GEC1403-G20
2017909814,EDU3104-G00
2017909814,GEC1105-G06
2017909814,GED1504-G00
2017909814,GED1717-G00
2017909814,GEE1960-G00
2015249865,GED1865-G00
2015249865,GED1737-G00
2015249865,GEC1102-G54
2015249865,GED1311-G00
2014743043,GEC1102-G49
2014743043,GEC1403-G22
2014743043,GEE1625-G00
2014743043,GEC2001-G36
2020019449,GED1528-G00
2020019449,GED1202-G00
2020019449,GEC1403-G39
2020019449,GEC1105-G10
2016238094,GEC1105-G07
2016238094,GEE1265-G00
2016238094,GEC2001-G33
2016238094,GEC2001-G03
2016238094,GEC1102-G41
2016238094,GEC1102-G28
2013373305,GEC1105-G26
2013373305,GED1105-G00
2013373305,GEC0103-G01
2013373305,GEC1102-G31
2015175163,GEC1105-G29
2015175163,GEC1102-G52
2015175163,GEC1105-G14
2015175163,GEC1102-G13
2015175163,GED1717-G03
2015175163,GEC0103-G04
2011724787,GEE1345-G02
2011724787,GEC0103-G10
2011724787,GEC1102-G20
2011724787,GED1736-G00
2011724787,GED1628-G00
2011724787,GEC1102-G21
2013687779,GEC1105-G29
2013687779,GEC1102-G49
2013687779,GED1717-G01
2013687779,GED1876-G00
2021944311,GEC1104-G23
2021944311,GEE1332-G02
2021944311,GED1466-G00
2021944311,GEC1102-G14
2021944311,GED1717-G03
2021944311,GEC1105-G03
2018207004,EDU3345-G00
2018207004,GED1502-G01
2018207004,EDU2102-G00
2018207004,GEC1105-G21
2018207004,GEC1102-G47
2018207004,GEE1953-G01
2020092639,GEC0103-G08
2020092639,GED1135-G00
2020092639,GEB1102-G05
2020092639,GED1504-G00
2016894749,GED1984-G00
2016894749,GEC1104-G05
2016894749,GEB1102-G03
2016894749,GEC1105-G32
2016894749,GEC1102-G02
2016894749,GEC1403-G19
2017763475,GED1664-G00
2017763475,GED1136-G00
2017763475,GEC1403-G09
2017763475,GED1820-G00
2018860231,GEC1102-G26
2018860231,GEE1345-G01
2018860231,GEB1202-G04
2018860231,GEC1102-G54
2017523384,GEB1202-G00
2017523384,GEB1102-G02
2017523384,GED1459-G00
2017523384,EDU2103-G03
2017523384,GEC1403-G10
2017523384,GEC1102-G15
2021744356,GED1539-G00
2021744356,GED1508-G00
2021744356,GED1223-G00
2021744356,GEC1105-G21
2021744356,GEE1958-G01
2015304413,GEC2001-G05
2015304413,GEE1633-G01
2015304413,GEC1104-G20
2015304413,GEC1105-G03
2015304413,GED1202-G00
2021660217,GED1459-G00
2021660217,ME382-01
2021660217,GEC1102-G53
2021660217,GEB1301-G00
2021660217,GED1240-G01
2021660217,GEE1959-G00
2015707386,GEC1403-G29
2015707386,GEE1332-G04
2015707386,IPE303-00
2015707386,GEB1301-G01
2015707386,GEC1403-G35
2015707386,GEE1665-G00
2014405036,GEC1403-G20
2014405036,GEC1104-G37
2014405036,EDU2107-G01
2014405036,GEE1633-G01
2013059779,GED1908-G00
2013059779,GED1966-G00
2013059779,GEC1403-G08
2013059779,GEC0103-G02
2013059779,GEC1105-G25
2013059779,GED1108-G00
2018616837,GEC1102-G36
2018616837,GEC1105-G05
2018616837,GEE1265-G00
2018616837,GED1408-G01
2018616837,GED1960-G01
2018616837,GED1502-G01
2012455422,GEC1102-G41
2012455422,GEE1267-G00
2012455422,GEC1403-G30
2012455422,GEC2001-G01
2012455422,GEC0103-G02
2012455422,GEC1105-G20
2014953757,GED1656-G00
2014953757,GEC0103-G02
2014953757,GEC1102-G39
2014953757,GEE1344-G01
2014953757,GEC2001-G19
2014953757,GED1908-G00
2013753634,GED1208-G00
2013753634,GEC1105-G38
2013753634,GEC1105-G12
2013753634,GEC1102-G16
2013753634,GEC2001-G25
2013753634,GEE1127-G02
2013382033,GEE1956-G02
2013382033,GEC1403-G39
2013382033,GED1940-G00
2013382033,GEE1127-G02
2013382033,GEC1403-G25
2015915564,GED1405-G00
2015915564,GEE1652-G00
2015915564,GEE1959-G00
2015915564,GEC1102-G51
2013371803,GEC1104-G13
2013371803,GEC1403-G29
2013371803,GEC1105-G15
2013371803,GED1362-G00
2014578036,GED1957-G01
2014578036,GEC1105-G16
2014578036,GEC2001-G08
2014578036,GEC0103-G09
2014578036,GEC1105-G07
2014275034,GEE1961-G01
2014275034,GEC1102-G40
2014275034,GEC1105-G11
2014275034,GED1305-G00
2016879577,EDU3171-G00
2016879577,GEC1102-G50
2016879577,GEC2001-G01
2016879577,GEC2001-G33
2016879577,GEC2001-G41
2016879577,GED1945-G01
2014757225,EDU3121-G00
2014757225,GEC1105-G04
2014757225,GEC2001-G20
2014757225,GED1440-G01
2021993962,GEC1403-G06
2021993962,GEC1102-G07
2021993962,GEC1102-G18
2021993962,EDU2101-G00
2015909895,GED1717-G01
2015909895,GEC1403-G07
2015909895,GEC1102-G21
2015909895,GEC1102-G45
2015909895,GEC1102-G06
2015909895,IPE303-00
2012942574,GEC1105-G09
2012942574,GED1504-G00
2012942574,GEE1959-G01
2012942574,GEC1403-G15
2021424734,GED1511-G00
2021424734,GEB1301-G01
2021424734,GEB1102-G08
2021424734,IPE303-00
2021424734,GEE1625-G00
2012587089,GED1502-G01
2012587089,GED1108-G00
2012587089,GED1666-G00
2012587089,GED1621-G00
2021313664,GEB1102-G06
2021313664,EDU3345-G00
2021313664,GED1664-G00
2021313664,GED1959-G02
2013546638,GEC2001-G03
2013546638,GEC1102-G28
2013546638,GED1955-G00
2013546638,GEC1102-G04
2013546638,GEC1105-G29
2013546638,GEC1104-G24
2011524796,GEE1959-G01
2011524796,GEC1102-G09
2011524796,GEE1642-G00
2011524796,GED1113-G01
2011524796,GEC1105-G50
2021628055,GEC1104-G04
2021628055,GEE1330-G03
2021628055,GED1363-G00
2021628055,GED1960-G01
2021628055,GEC1102-G13
2016646620,GED1738-G00
2016646620,GED1965-G00
2016646620,GEC1403-G28
2016646620,GED1467-G00
2016646620,GEC1105-G08
2016646620,GED1217-G01
2013601535,GED1337-G00
2013601535,GEE1345-G02
2013601535,GEE1265-G00
2013601535,GED1991-G00
2013601535,GEE1657-G00
2013601535,GEC1105-G10
2016490205,GEC1101-G02
2016490205,GED1873-G00
2016490205,GEC1104-G13
2016490205,GED1717-G01
2016490205,GED1541-G00
2015192492,GED1909-G00
2015192492,GEE1956-G03
2015192492,GEB1101-G01
2015192492,GEC1102-G47
2015192492,GED1440-G01
2016217192,GEC1104-G12
2016217192,GEE1959-G00
2016217192,GEC1102-G25
2016217192,GED1105-G00
2021881914,GED1631-G00
2021881914,GED1419-G00
2021881914,GEC1403-G19
2021881914,GEE1343-G00
2021881914,GEC1105-G47
2021881914,GED1432-G01
2017036716,EDU3171-G00
2017036716,GED1865-G00
2017036716,GEC1104-G24
2017036716,GEC1105-G23
2017775107,GEC2001-G40
2017775107,GED1358-G00
2017775107,GEC1403-G02
2017775107,GEC1403-G24
2012487162,GEC1102-G30
2012487162,GEC1104-G41
2012487162,GEC1105-G06
2012487162,GEC2001-G25
2014063727,GEC2001-G04
2014063727,GEC1105-G08
2014063727,GED1991-G00
2014063727,GEB1102-G08
2014063727,GEC2001-G08
2017129537,GEC1102-G53
2017129537,GEE1625-G00
2017129537,GEC2001-G19
2017129537,GEC1105-G33
2016354706,GEC1102-G52
2016354706,EDU3106-G01
2016354706,GED1217-G00
2016354706,GEC1403-G17
2021615024,GEC2001-G10
2021615024,GEC1104-G09
2021615024,GEC1104-G38
2021615024,GEC1105-G47
2021615024,GEC1105-G08
2014483991,GED1965-G00
2014483991,GEC1102-G05
2014483991,GED1311-G00
2014483991,GED1437-G00
2014483991,GED1666-G00
2013701314,GEC1105-G35
2013701314,GED1242-G00
2013701314,GEC1102-G39
2013701314,GEC1403-G25
2013701314,GEE1956-G06
2013701314,GEE1633-G00
2018515311,GEC1403-G09
2018515311,GEC1102-G29
2018515311,GEC1104-G29
2018515311,GED1989-G00
2018515311,GED1959-G00
2018515311,GEB1102-G01
2021706530,GEC0103-G08
2021706530,GEC0103-G13
2021706530,GEC1104-G18
2021706530,GEE1956-G02
2021706530,GEC0103-G02
2021706530,GED1212-G00
2021599070,GEE1630-G01
2021599070,GEB1101-G01
2021599070,GEC1104-G25
2021599070,GEC0103-G07
2012734295,GEE1608-G00
2012734295,GED1540-G00
2012734295,GEC1102-G09
2012734295,GEC1102-G39
2012734295,EDU2107-G00
2016359605,GEC1105-G09
2016359605,GED1656-G00
2016359605,GEC1102-G10
2016359605,GEC1105-G03
2019722572,GEC1105-G17
2019722572,GEC1102-G25
2019722572,GED1721-G00
2019722572,GED1865-G00
2019722572,GEE1330-G02
2019722572,GED1437-G00
2018544343,GED1609-G01
2018544343,GEC1104-G05
2018544343,GED1908-G00
2018544343,GED1876-G00
2018544343,GED1217-G00
2018544343,GEC1403-G24
2013561755,GEC2001-G32
2013561755,GEC1104-G31
2013561755,GEC1102-G26
2013561755,GED1961-G00
2016961316,GEB1102-G06
2016961316,GED1240-G01
2016961316,GED1908-G00
2016961316,GEC1104-G22
2016961316,GEC1102-G32
2016961316,GEC1101-G01
2013253719,GED1737-G00
2013253719,GEC1403-G23
2013253719,GEE1625-G00
2013253719,GED1959-G01
2013253719,GEC1105-G36
2013253719,GEC1403-G06
2011069083,GED1363-G00
2011069083,GED1405-G00
2011069083,GED1739-G00
2011069083,GED1868-G00
2011069083,GEC1102-G05
2015930456,GEC1403-G14
2015930456,GEC2001-G33
2015930456,GED1717-G00
2015930456,GED1437-G00
2015930456,GEC1104-G32
2015930456,GED1710-G00
2017455134,GEC1403-G22
2017455134,GED1609-G00
2017455134,GEE1332-G06
2017455134,GED1135-G00
2017455134,GEE1605-G00
2016898647,GED1657-G00
2016898647,GED1721-G00
2016898647,GEC1102-G42
2016898647,GEC1105-G01
2021910466,GEC1105-G49
2021910466,GED1951-G00
2021910466,GEE1332-G02
2021910466,GEC1105-G03
2016629284,GEB1102-G07
2016629284,GEC1105-G08
2016629284,GEC2001-G10
2016629284,GEB1102-G08
2013523559,GEE1345-G02
2013523559,GED1664-G00
2013523559,GED1984-G00
2013523559,GED1467-G00
2013523559,GED1419-G00
2018542749,GEC1403-G25
2018542749,GED1540-G00
2018542749,GEC1104-G29
2018542749,GEC1403-G18
2015235796,GED1960-G00
2015235796,GEC1104-G30
2015235796,GEB1102-G06
2015235796,GEB1102-G00
2011031693,GEC1105-G08
2011031693,GED1223-G01
2011031693,GEC1102-G09
2011031693,GEC0103-G08
2013363347,GED1113-G01
2013363347,GED1909-G00
2013363347,GED1405-G00
2013363347,GEC1403-G31
2016902129,GED1991-G00
2016902129,GED1734-G00
2016902129,GEC2001-G17
2016902129,GEC1105-G20
2011616073,GEC1104-G05
2011616073,GED1945-G00
2011616073,GEE1127-G02
2011616073,GEE1343-G00
2011616073,GEC1102-G50
2011616073,GED1202-G01
2018415300,GED1958-G00
2018415300,GED1542-G00
2018415300,GEE1956-G06
2018415300,GED1984-G00
2018415300,GEC1102-G31
2013064967,GEC1102-G35
2013064967,GEC2001-G26
2013064967,GEC1102-G20
2013064967,GEE1953-G01
2015714094,GEC1105-G42
2015714094,GEC1403-G06
2015714094,GEC2001-G27
2015714094,GEC1102-G17
2015714094,GEC1102-G09
2021239140,GEC2001-G01
2021239140,GED1650-G00
2021239140,GED1528-G00
2021239140,GEC1403-G12
2021239140,GEE1670-G00
2014463065,GEB1201-G00
2014463065,GEE1652-G00
2014463065,GEC0103-G06
2014463065,GEC1403-G03
2014463065,GED1665-G00
2014198772,GED1467-G00
2014198772,GED1136-G00
2014198772,GEC2001-G05
2014198772,GEC1102-G17
2014198772,GEC1104-G09
2012585475,GEC1104-G45
2012585475,GEC1105-G21
2012585475,GEC1403-G04
2012585475,GEC2001-G11
2018055030,GEC1101-G00
2018055030,GED1108-G00
2018055030,GED1508-G01
2018055030,EDU2103-G03
2018055030,GED1628-G00
2021468626,GEC1102-G09
2021468626,GEE1670-G00
2021468626,GED1609-G00
2021468626,GEC1105-G42
2021468626,GED1467-G00
2021468626,GEC1102-G21
2018543825,GED1957-G00
2018543825,GEE1615-G00
2018543825,GED1465-G00
2018543825,GED1248-G00
2012105511,GEC1403-G24
2012105511,GEC1102-G28
2012105511,GED1820-G00
2012105511,GED1540-G00
2012105511,GEC1105-G00
2015121950,GED1987-G00
2015121950,GEC1102-G52
2015121950,GED1511-G00
2015121950,GEC1104-G30
2015121950,GEC1104-G45
2015121950,GED1325-G00
2013231617,GED1240-G01
2013231617,GEC1104-G25
2013231617,GED1961-G00
2013231617,GED1737-G00
2013231617,GEC0103-G00
2012599733,GEC1403-G05
2012599733,GEC0103-G02
2012599733,GEE1330-G02
2012599733,GED1959-G04
2012599733,GEC2001-G32
2012599733,GED1537-G00
2014688225,GEC1403-G39
2014688225,GEC1102-G33
2014688225,GEC2001-G18
2014688225,GED1631-G00
2017246850,GED1995-G00
2017246850,GEC1102-G33
2017246850,GED1951-G00
